,vIG,vEAA,vENT,vRNAP,vAF,vdeg,wIG,wEAA,wENT,wRNAP,wAF,wRNase,wrP,prot_fraction,growth_rate,EGVs,name
0.955EGM1,15.304347826086968,12.742645423315668,0.0884888474621143,0.00027966543152835674,0.00027966543152835674,2.400376147064782e-06,3.32538915727322e-05,0.00142394006000226,3.4608971451849178e-06,1.0185747219778428e-05,1.3125630919730885e-05,3.404788861084794e-09,0.0002772650553812919,0.955,1.4080000000000013,EGM1,R_deg_hill2_gly
0.955EGM2,15.304347826086968,12.742645423315668,0.0884888474621143,0.00027768699402863975,0.00027768699402863975,4.2193864734784477e-07,3.325389157273221e-05,0.00142394006000226,3.4608971451849178e-06,1.0289925240714705e-05,1.3032776253077504e-05,5.984945352451695e-10,0.00027726505538129196,0.955,1.4080000000000013,EGM2,R_deg_hill2_gly
0.955EGM3,15.304347826086968,12.742645423315668,0.0884888474621143,0.00027768699402863975,0.00027768699402863975,4.2193864734784477e-07,3.325389157273221e-05,0.00142394006000226,3.4608971451849178e-06,1.0113690175931005e-05,1.3190845549645038e-05,5.984945352451695e-10,0.00027726505538129196,0.955,1.4080000000000013,EGM3,R_deg_hill2_gly
0.955EGM4,15.304347826086968,12.741598794611757,0.08901872451147007,0.00027934722288313967,0.0002776523986653637,4.2188608053305297e-07,3.32538915727322e-05,0.0014238231033978862,3.4816212253374987e-06,1.0174157682932149e-05,1.3031152577361083e-05,5.984199723873088e-10,0.00027723051258483065,0.955,1.4080000000000013,EGM4,R_deg_hill2_gly
0.955EGM5,15.304347826086968,12.742645423315668,0.0884888474621143,0.00027768699402863975,0.00027768699402863975,4.2193864734784477e-07,3.325389157273221e-05,0.00142394006000226,3.4608971451849178e-06,1.0113690175931005e-05,1.3032776253077504e-05,7.588644928296861e-07,0.00027726505538129196,0.955,1.4080000000000013,EGM5,R_deg_hill2_gly
0.955EGM6,15.304347826086968,12.742627030908928,0.08849815899177,0.0002777162145547745,0.0002777162145547745,4.219830472280596e-07,3.32538915727322e-05,0.0014239380047237923,3.461261329455896e-06,1.0114754422202742e-05,1.3034147669770762e-05,5.985575137986657e-10,0.00027729423150754646,0.955,1.4080000000000013,EGM6,R_deg_hill2_gly
0.955EGM7,15.30434782608697,12.74264542331567,0.08848884746211431,0.0002776869940286398,0.0002776869940286398,4.219386473478448e-07,3.32538915727322e-05,0.0014239400600022602,3.460897145184918e-06,1.0113690175931005e-05,1.3032776253077504e-05,5.984945352451695e-10,0.0002772956473494098,0.955,1.4080000000000013,EGM7,R_deg_hill2_gly
0.955EGM8,15.304347826086968,12.742645423315668,0.0884888474621143,0.00027768699402863975,0.00027768699402863975,4.2193864734784477e-07,3.420817989566313e-05,0.00142394006000226,3.4608971451849178e-06,1.0113690175931005e-05,1.3032776253077504e-05,5.984945352451695e-10,0.00027726505538129196,0.955,1.4080000000000013,EGM8,R_deg_hill2_gly
0.955EGM9,15.304347826086968,12.742645423315668,0.0884888474621143,0.00027768699402863975,0.00027768699402863975,4.2193864734784477e-07,3.325389157273221e-05,0.0014240665154395139,3.4608971451849178e-06,1.0113690175931005e-05,1.3032776253077504e-05,5.984945352451695e-10,0.00027726505538129196,0.955,1.4080000000000013,EGM9,R_deg_hill2_gly
0.955EGM10,15.30434782608697,12.74264542331567,0.0884888474621143,0.0002776869940286398,0.0002776869940286398,4.219386473478448e-07,3.325389157273221e-05,0.00142394006000226,3.5873525824389446e-06,1.0113690175931007e-05,1.3032776253077506e-05,5.984945352451695e-10,0.00027726505538129196,0.955,1.4080000000000013,EGM10,R_deg_hill2_gly
0.96EGM1,15.282608695652188,12.743802863791592,0.07861350602284094,0.0002801396066744043,0.0002801396066744043,3.026997943889528e-06,3.3159487385936716e-05,0.0014220465735310314,3.070294151892068e-06,9.056466061895876e-06,1.3129209566140426e-05,3.811124641009986e-09,0.00027711260873051477,0.96,1.4060000000000012,EGM1,R_deg_hill2_gly
0.96EGM2,15.282608695652188,12.743802863791592,0.07861350602284094,0.00027752188988803156,0.00027752188988803156,4.0928115751676965e-07,3.3159487385936716e-05,0.0014220465735310314,3.070294151892068e-06,9.194014883252217e-06,1.3006525906085757e-05,5.153031265389513e-10,0.00027711260873051477,0.96,1.4060000000000012,EGM2,R_deg_hill2_gly
0.96EGM3,15.282608695652188,12.743802863791592,0.07861350602284094,0.00027752188988803156,0.00027752188988803156,4.0928115751676965e-07,3.3159487385936716e-05,0.0014220465735310314,3.070294151892068e-06,8.971839459049981e-06,1.3205800171177915e-05,5.153031265389513e-10,0.00027711260873051477,0.96,1.4060000000000012,EGM3,R_deg_hill2_gly
0.96EGM4,15.282608695652188,12.742478536923354,0.07928397341084924,0.0002798852229681081,0.0002774781796002266,4.092166948641285e-07,3.315948738593672e-05,0.001421898795469385,3.0964796282126143e-06,9.048242242957456e-06,1.30044773505973e-05,5.152219652007344e-10,0.00027706896290536254,0.96,1.4060000000000012,EGM4,R_deg_hill2_gly
0.96EGM5,15.282608695652188,12.743802863791592,0.07861350602284094,0.00027752188988803156,0.00027752188988803156,4.0928115751676965e-07,3.3159487385936716e-05,0.0014220465735310314,3.070294151892068e-06,8.971839459049981e-06,1.3006525906085757e-05,9.56443512055713e-07,0.00027711260873051477,0.96,1.4060000000000012,EGM5,R_deg_hill2_gly
0.96EGM6,15.282608695652188,12.743782269940292,0.07862393207853959,0.0002775586960149676,0.0002775586960149676,4.0933543811511157e-07,3.315948738593672e-05,0.0014220442755187356,3.070701347289632e-06,8.973029342349324e-06,1.3008250886568161e-05,5.153714682192907e-10,0.0002771493605768525,0.96,1.4060000000000012,EGM6,R_deg_hill2_gly
0.96EGM7,15.282608695652188,12.743802863791592,0.07861350602284094,0.00027752188988803156,0.00027752188988803156,4.0928115751676965e-07,3.315948738593672e-05,0.0014220465735310314,3.0702941518920685e-06,8.971839459049983e-06,1.3006525906085757e-05,5.153031265389513e-10,0.00027715097444160655,0.96,1.4060000000000012,EGM7,R_deg_hill2_gly
0.96EGM8,15.282608695652188,12.743802863791592,0.07861350602284094,0.00027752188988803156,0.00027752188988803156,4.0928115751676965e-07,3.4362536354759354e-05,0.0014220465735310314,3.070294151892068e-06,8.971839459049981e-06,1.3006525906085757e-05,5.153031265389513e-10,0.00027711260873051477,0.96,1.4060000000000012,EGM8,R_deg_hill2_gly
0.96EGM9,15.282608695652188,12.743802863791592,0.07861350602284094,0.00027752188988803156,0.00027752188988803156,4.0928115751676965e-07,3.3159487385936716e-05,0.001422205992943105,3.070294151892068e-06,8.971839459049981e-06,1.3006525906085757e-05,5.153031265389513e-10,0.00027711260873051477,0.96,1.4060000000000012,EGM9,R_deg_hill2_gly
0.96EGM10,15.282608695652188,12.743802863791593,0.07861350602284094,0.00027752188988803156,0.00027752188988803156,4.092811575167697e-07,3.315948738593672e-05,0.0014220465735310314,3.2297135639657954e-06,8.971839459049981e-06,1.3006525906085757e-05,5.153031265389513e-10,0.0002771126087305148,0.96,1.4060000000000012,EGM10,R_deg_hill2_gly
0.965EGM1,15.260869565217407,12.744939618944532,0.06874863694866358,0.0002807454345954077,0.0002807454345954077,3.7866400307918856e-06,3.306521739130441e-05,0.0014201504146823922,2.6811968409978817e-06,7.930248421943024e-06,1.3138886339065094e-05,4.165670246640018e-09,0.00027695879456461587,0.965,1.4040000000000012,EGM1,R_deg_hill2_gly
0.965EGM2,15.260869565217407,12.744939618944532,0.06874863694866358,0.0002773558612452051,0.0002773558612452051,3.9706668058922637e-07,3.306521739130441e-05,0.0014201504146823922,2.6811968409978817e-06,8.107977549969615e-06,1.298025430627561e-05,4.3681174968108884e-10,0.00027695879456461587,0.965,1.4040000000000012,EGM2,R_deg_hill2_gly
0.965EGM3,15.260869565217407,12.744939618944532,0.06874863694866358,0.0002773558612452051,0.0002773558612452051,3.9706668058922637e-07,3.306521739130441e-05,0.0014201504146823922,2.6811968409978817e-06,7.83450275558787e-06,1.3225540160313393e-05,4.3681174968108884e-10,0.00027695879456461587,0.965,1.4040000000000012,EGM3,R_deg_hill2_gly
0.965EGM4,15.260869565217407,12.743303503458694,0.06957695366002693,0.00028069271708698975,0.00027730193931270133,3.969894851672365e-07,3.306521739130441e-05,0.0014199681046711129,2.7135011927410526e-06,7.928759304449295e-06,1.2977730759834434e-05,4.3672682725119176e-10,0.00027690494982753413,0.965,1.4040000000000012,EGM4,R_deg_hill2_gly
0.965EGM5,15.260869565217407,12.744939618944532,0.06874863694866358,0.0002773558612452051,0.0002773558612452051,3.9706668058922637e-07,3.306521739130441e-05,0.0014201504146823922,2.6811968409978817e-06,7.83450275558787e-06,1.298025430627561e-05,1.1770848200490022e-06,0.00027695879456461587,0.965,1.4040000000000012,EGM5,R_deg_hill2_gly
0.965EGM6,15.260869565217405,12.744917456584695,0.0687598570936819,0.00027740112720425503,0.00027740112720425503,3.9713148399385953e-07,3.306521739130441e-05,0.0014201479451622957,2.681634426653597e-06,7.83578138831378e-06,1.2982372753159147e-05,4.368830396934391e-10,0.00027700399572026113,0.965,1.4040000000000012,EGM6,R_deg_hill2_gly
0.965EGM7,15.260869565217407,12.744939618944535,0.06874863694866357,0.0002773558612452051,0.0002773558612452051,3.970666805892264e-07,3.306521739130441e-05,0.0014201504146823922,2.681196840997882e-06,7.83450275558787e-06,1.298025430627561e-05,4.368117496810889e-10,0.00027700577407196054,0.965,1.4040000000000012,EGM7,R_deg_hill2_gly
0.965EGM8,15.260869565217407,12.744939618944532,0.06874863694866358,0.0002773558612452051,0.0002773558612452051,3.9706668058922637e-07,3.4546045302678015e-05,0.0014201504146823922,2.6811968409978817e-06,7.83450275558787e-06,1.298025430627561e-05,4.3681174968108884e-10,0.00027695879456461587,0.965,1.4040000000000012,EGM8,R_deg_hill2_gly
0.965EGM9,15.260869565217407,12.744939618944532,0.06874863694866358,0.0002773558612452051,0.0002773558612452051,3.9706668058922637e-07,3.306521739130441e-05,0.0014203466433656221,2.6811968409978817e-06,7.83450275558787e-06,1.298025430627561e-05,4.3681174968108884e-10,0.00027695879456461587,0.965,1.4040000000000012,EGM9,R_deg_hill2_gly
0.965EGM10,15.260869565217407,12.744939618944532,0.06874863694866357,0.0002773558612452051,0.0002773558612452051,3.9706668058922637e-07,3.306521739130441e-05,0.0014201504146823922,2.877425524228107e-06,7.83450275558787e-06,1.298025430627561e-05,4.3681174968108884e-10,0.00027695879456461587,0.965,1.4040000000000012,EGM10,R_deg_hill2_gly
0.97EGM1,15.239130434782622,12.746055404126157,0.0588943843485845,0.00028150512186443243,0.00028150512186443243,4.701515426085532e-06,3.297108158883527e-05,0.0014182515616337212,2.2936090793532097e-06,6.806040151426863e-06,1.3155672695131156e-05,4.426931970887014e-09,0.0002768036064383469,0.97,1.4020000000000012,EGM1,R_deg_hill2_gly
0.97EGM2,15.239130434782622,12.746055404126157,0.0588943843485845,0.000277188883939565,0.000277188883939565,3.852775012180819e-07,3.297108158883527e-05,0.0014182515616337212,2.2936090793532097e-06,7.031878254038077e-06,1.295396050944235e-05,3.627760696779979e-10,0.0002768036064383469,0.97,1.4020000000000012,EGM2,R_deg_hill2_gly
0.97EGM3,15.239130434782622,12.746055404126157,0.0588943843485845,0.000277188883939565,0.000277188883939565,3.852775012180819e-07,3.297108158883527e-05,0.0014182515616337212,2.2936090793532097e-06,6.7016850745984334e-06,1.3250118391924367e-05,3.627760696779979e-10,0.0002768036064383469,0.97,1.4020000000000012,EGM3,R_deg_hill2_gly
0.97EGM4,15.239130434782624,12.744072686747405,0.059898175311352046,0.00028190661077174764,0.00027712363475475754,3.8518680839331253e-07,3.297108158883528e-05,0.0014180309449857047,2.3327011607365456e-06,6.815747078268698e-06,1.2950911197539015e-05,3.6269067360266574e-10,0.0002767384479463642,0.97,1.4020000000000012,EGM4,R_deg_hill2_gly
0.97EGM5,15.239130434782622,12.746055404126157,0.0588943843485845,0.000277188883939565,0.000277188883939565,3.852775012180819e-07,3.297108158883527e-05,0.0014182515616337212,2.2936090793532097e-06,6.7016850745984334e-06,1.295396050944235e-05,1.4210463451716107e-06,0.0002768036064383469,0.97,1.4020000000000012,EGM5,R_deg_hill2_gly
0.97EGM6,15.239130434782624,12.74603248646214,0.05890598688169082,0.0002772434917470526,0.0002772434917470526,3.8535340310605377e-07,3.297108158883528e-05,0.001418249011588884,2.2940609335591835e-06,6.703005345177814e-06,1.2956512514312271e-05,3.628475386542878e-10,0.0002768581383439466,0.97,1.4020000000000012,EGM6,R_deg_hill2_gly
0.97EGM7,15.239130434782625,12.746055404126157,0.05889438434858451,0.00027718888393956503,0.00027718888393956503,3.8527750121808193e-07,3.297108158883528e-05,0.0014182515616337214,2.29360907935321e-06,6.701685074598435e-06,1.2953960509442351e-05,3.62776069677998e-10,0.0002768600370595227,0.97,1.4020000000000012,EGM7,R_deg_hill2_gly
0.97EGM8,15.239130434782622,12.746055404126157,0.0588943843485845,0.000277188883939565,0.000277188883939565,3.852775012180819e-07,3.47590316533552e-05,0.0014182515616337212,2.2936090793532097e-06,6.7016850745984334e-06,1.295396050944235e-05,3.627760696779979e-10,0.0002768036064383469,0.97,1.4020000000000012,EGM8,R_deg_hill2_gly
0.97EGM9,15.239130434782622,12.746055404126157,0.0588943843485845,0.000277188883939565,0.000277188883939565,3.852775012180819e-07,3.297108158883527e-05,0.0014184884879397067,2.2936090793532097e-06,6.7016850745984334e-06,1.295396050944235e-05,3.627760696779979e-10,0.0002768036064383469,0.97,1.4020000000000012,EGM9,R_deg_hill2_gly
0.97EGM10,15.239130434782624,12.746055404126157,0.058894384348584496,0.00027718888393956503,0.00027718888393956503,3.8527750121808193e-07,3.297108158883527e-05,0.0014182515616337212,2.5305353853388243e-06,6.7016850745984334e-06,1.295396050944235e-05,3.6277606967799795e-10,0.0002768036064383469,0.97,1.4020000000000012,EGM10,R_deg_hill2_gly
0.975EGM1,15.217391304347837,12.747149932884374,0.049050893244795196,0.00028244586936456806,0.00028244586936456806,5.798831463923413e-06,3.287707997852931e-05,0.0014163499925427092,1.9075347372975924e-06,5.682536180541241e-06,1.3180807237013188e-05,4.54364346562522e-09,0.0002766470379006447,0.975,1.4000000000000012,EGM1,R_deg_hill2_gly
0.975EGM2,15.217391304347837,12.747149932884374,0.049050893244795196,0.00027702093460040147,0.00027702093460040147,3.738966997567819e-07,3.287707997852931e-05,0.0014163499925427092,1.9075347372975924e-06,5.965782014978633e-06,1.292764361468541e-05,2.929647649251242e-10,0.0002766470379006447,0.975,1.4000000000000012,EGM2,R_deg_hill2_gly
0.975EGM3,15.217391304347837,12.747149932884374,0.049050893244795196,0.00027702093460040147,0.00027702093460040147,3.738966997567819e-07,3.287707997852931e-05,0.0014163499925427092,1.9075347372975924e-06,5.5733917694588386e-06,1.3279587481051627e-05,2.929647649251242e-10,0.0002766470379006447,0.975,1.4000000000000012,EGM3,R_deg_hill2_gly
0.975EGM4,15.21739130434784,12.744785072379784,0.05024815193035215,0.0002837733687000139,0.0002769432236308987,3.737918128280236e-07,3.28770799785293e-05,0.0014160872302644214,1.954094797291474e-06,5.709244176024717e-06,1.2924017102775283e-05,2.9288258133150766e-10,0.00027656943181807067,0.975,1.4000000000000012,EGM4,R_deg_hill2_gly
0.975EGM5,15.217391304347837,12.747149932884374,0.049050893244795196,0.00027702093460040147,0.00027702093460040147,3.738966997567819e-07,3.287707997852931e-05,0.0014163499925427092,1.9075347372975924e-06,5.5733917694588386e-06,1.292764361468541e-05,1.6885845746397582e-06,0.0002766470379006447,0.975,1.4000000000000012,EGM5,R_deg_hill2_gly
0.975EGM6,15.217391304347839,12.747127255612856,0.04906237407431428,0.00027708577399297875,0.00027708577399297875,3.7398421384640784e-07,3.287707997852931e-05,0.001416347472845874,1.9079812140011126e-06,5.574696274973731e-06,1.2930669453005685e-05,2.9303333612329627e-10,0.00027671178977913235,0.975,1.4000000000000012,EGM6,R_deg_hill2_gly
0.975EGM7,15.217391304347837,12.747149932884373,0.049050893244795196,0.00027702093460040147,0.00027702093460040147,3.738966997567819e-07,3.287707997852931e-05,0.0014163499925427092,1.9075347372975924e-06,5.5733917694588386e-06,1.2927643614685412e-05,2.9296476492512415e-10,0.0002767137542161819,0.975,1.4000000000000012,EGM7,R_deg_hill2_gly
0.975EGM8,15.217391304347837,12.747149932884374,0.049050893244795196,0.00027702093460040147,0.00027702093460040147,3.738966997567819e-07,3.500181849064732e-05,0.0014163499925427092,1.9075347372975924e-06,5.5733917694588386e-06,1.292764361468541e-05,2.929647649251242e-10,0.0002766470379006447,0.975,1.4000000000000012,EGM8,R_deg_hill2_gly
0.975EGM9,15.217391304347837,12.747149932884374,0.049050893244795196,0.00027702093460040147,0.00027702093460040147,3.738966997567819e-07,3.287707997852931e-05,0.0014166315476358022,1.9075347372975924e-06,5.5733917694588386e-06,1.292764361468541e-05,2.929647649251242e-10,0.0002766470379006447,0.975,1.4000000000000012,EGM9,R_deg_hill2_gly
0.975EGM10,15.217391304347839,12.747149932884373,0.049050893244795196,0.00027702093460040147,0.00027702093460040147,3.7389669975678193e-07,3.287707997852931e-05,0.0014163499925427094,2.189089830390565e-06,5.573391769458839e-06,1.2927643614685412e-05,2.929647649251242e-10,0.0002766470379006447,0.975,1.4000000000000012,EGM10,R_deg_hill2_gly
0.98EGM1,15.195652173913057,12.748222916961206,0.03921830957375663,0.00028360135742025417,0.00028360135742025417,7.112274925270146e-06,3.2783212560386536e-05,0.0014144456855485542,1.5229776884475504e-06,4.558105885699781e-06,1.3215823255783854e-05,4.4518591703953015e-09,0.000276489082494984,0.98,1.3980000000000012,EGM1,R_deg_hill2_gly
0.98EGM2,15.195652173913057,12.748222916961206,0.03921830957375663,0.00027685199060763357,0.00027685199060763357,3.629081126496006e-07,3.2783212560386536e-05,0.0014144456855485542,1.5229776884475504e-06,4.909753857663758e-06,1.2901302762315736e-05,2.271587960653264e-10,0.000276489082494984,0.98,1.3980000000000012,EGM2,R_deg_hill2_gly
0.98EGM3,15.195652173913057,12.748222916961206,0.03921830957375663,0.00027685199060763357,0.00027685199060763357,3.629081126496006e-07,3.2783212560386536e-05,0.0014144456855485542,1.5229776884475504e-06,4.449628518478423e-06,1.3313999797308121e-05,2.271587960653264e-10,0.000276489082494984,0.98,1.3980000000000012,EGM3,R_deg_hill2_gly
0.98EGM4,15.195652173913057,12.745439638923033,0.04062740063813597,0.00028678596289758807,0.0002767606643576825,3.6278839872978235e-07,3.278321256038653e-05,0.001414136874223366,1.5776973914476149e-06,4.609289593358689e-06,1.2897046959068016e-05,2.2708386230399593e-10,0.00027639787595895273,0.98,1.3980000000000012,EGM4,R_deg_hill2_gly
0.98EGM5,15.195652173913057,12.748222916961206,0.03921830957375663,0.00027685199060763357,0.00027685199060763357,3.629081126496006e-07,3.2783212560386536e-05,0.0014144456855485542,1.5229776884475504e-06,4.449628518478423e-06,1.2901302762315736e-05,1.979954632929274e-06,0.000276489082494984,0.98,1.3980000000000012,EGM5,R_deg_hill2_gly
0.98EGM6,15.195652173913057,12.748201660469963,0.039229071104390764,0.00027692795898083544,0.00027692795898083544,3.6300769488081105e-07,3.278321256038653e-05,0.00141444332709024,1.5233955945538429e-06,4.450849499549065e-06,1.2904842888506944e-05,2.2722112859238428e-10,0.00027656495128595466,0.98,1.3980000000000012,EGM6,R_deg_hill2_gly
0.98EGM7,15.195652173913057,12.748222916961206,0.03921830957375663,0.00027685199060763357,0.00027685199060763357,3.6290811264960057e-07,3.278321256038653e-05,0.001414445685548554,1.5229776884475504e-06,4.449628518478423e-06,1.2901302762315738e-05,2.271587960653264e-10,0.0002765669163501638,0.98,1.3980000000000012,EGM7,R_deg_hill2_gly
0.98EGM8,15.195652173913057,12.748222916961206,0.03921830957375663,0.00027685199060763357,0.00027685199060763357,3.629081126496006e-07,3.5274727167925695e-05,0.0014144456855485542,1.5229776884475504e-06,4.449628518478423e-06,1.2901302762315736e-05,2.271587960653264e-10,0.000276489082494984,0.98,1.3980000000000012,EGM8,R_deg_hill2_gly
0.98EGM9,15.195652173913057,12.748222916961206,0.03921830957375663,0.00027685199060763357,0.00027685199060763357,3.629081126496006e-07,3.2783212560386536e-05,0.001414775843176548,1.5229776884475504e-06,4.449628518478423e-06,1.2901302762315736e-05,2.271587960653264e-10,0.000276489082494984,0.98,1.3980000000000012,EGM9,R_deg_hill2_gly
0.98EGM10,15.195652173913057,12.748222916961206,0.03921830957375663,0.00027685199060763357,0.00027685199060763357,3.629081126496006e-07,3.2783212560386536e-05,0.0014144456855485542,1.853135316441458e-06,4.449628518478423e-06,1.2901302762315736e-05,2.271587960653264e-10,0.000276489082494984,0.98,1.3980000000000012,EGM10,R_deg_hill2_gly
0.985EGM1,15.173913043478274,12.749274066290786,0.02939678018720595,0.000285013794385256,0.000285013794385256,8.684060625520302e-06,3.268947933440693e-05,0.001412538618773171,1.1399418094816539e-06,3.430690142897099e-06,1.3262641898727257e-05,4.070945033186373e-09,0.0002763297337597357,0.985,1.3960000000000012,EGM1,R_deg_hill2_gly
0.985EGM2,15.173913043478274,12.749274066290786,0.02939678018720595,0.00027668203005471945,0.00027668203005471945,3.5229629498372136e-07,3.268947933440693e-05,0.001412538618773171,1.1399418094816539e-06,3.863858811131397e-06,1.2874937131879622e-05,1.6515071855431845e-10,0.0002763297337597357,0.985,1.3960000000000012,EGM2,R_deg_hill2_gly
0.985EGM3,15.173913043478274,12.749274066290786,0.02939678018720595,0.00027668203005471945,0.00027668203005471945,3.5229629498372136e-07,3.268947933440693e-05,0.001412538618773171,1.1399418094816539e-06,3.330401306620365e-06,1.3353407478233361e-05,1.6515071855431845e-10,0.0002763297337597357,0.985,1.3960000000000012,EGM3,R_deg_hill2_gly
0.985EGM4,15.173913043478276,12.746035357845027,0.03103644214999191,0.00029209471739103944,0.000276575916025658,3.5216118111573095e-07,3.268947933440693e-05,0.001412179790440609,1.203524256705243e-06,3.5159226938722217e-06,1.2869999292393963e-05,1.6508737939150863e-10,0.00027622375484454226,0.985,1.3960000000000012,EGM4,R_deg_hill2_gly
0.985EGM5,15.173913043478274,12.749274066290786,0.02939678018720595,0.00027668203005471945,0.00027668203005471945,3.5229629498372136e-07,3.268947933440693e-05,0.001412538618773171,1.1399418094816539e-06,3.330401306620365e-06,1.2874937131879622e-05,2.2954103546294884e-06,0.0002763297337597357,0.985,1.3960000000000012,EGM5,R_deg_hill2_gly
0.985EGM6,15.173913043478274,12.749255597833809,0.02940613021884004,0.00027677003240453876,0.00027677003240453876,3.524083474425857e-07,3.268947933440693e-05,0.0014125365725853978,1.140304382930576e-06,3.3314605844519107e-06,1.287903217455788e-05,1.6520324690718708e-10,0.00027641762405709614,0.985,1.3960000000000012,EGM6,R_deg_hill2_gly
0.985EGM7,15.173913043478276,12.749274066290788,0.029396780187205953,0.00027668203005471945,0.00027668203005471945,3.522962949837214e-07,3.268947933440693e-05,0.0014125386187731712,1.1399418094816539e-06,3.330401306620366e-06,1.2874937131879622e-05,1.6515071855431845e-10,0.00027641951426921925,0.985,1.3960000000000012,EGM7,R_deg_hill2_gly
0.985EGM8,15.173913043478274,12.749274066290786,0.02939678018720595,0.00027668203005471945,0.00027668203005471945,3.5229629498372136e-07,3.5578077400629204e-05,0.001412538618773171,1.1399418094816539e-06,3.330401306620365e-06,1.2874937131879622e-05,1.6515071855431845e-10,0.0002763297337597357,0.985,1.3960000000000012,EGM8,R_deg_hill2_gly
0.985EGM9,15.173913043478274,12.749274066290786,0.02939678018720595,0.00027668203005471945,0.00027668203005471945,3.5229629498372136e-07,3.268947933440693e-05,0.0014129213950502542,1.1399418094816539e-06,3.330401306620365e-06,1.2874937131879622e-05,1.6515071855431845e-10,0.0002763297337597357,0.985,1.3960000000000012,EGM9,R_deg_hill2_gly
0.985EGM10,15.173913043478276,12.749274066290788,0.02939678018720595,0.00027668203005471945,0.00027668203005471945,3.522962949837214e-07,3.2689479334406936e-05,0.001412538618773171,1.5227180865646468e-06,3.330401306620366e-06,1.2874937131879624e-05,1.6515071855431845e-10,0.0002763297337597357,0.985,1.3960000000000012,EGM10,R_deg_hill2_gly
0.99EGM1,15.152173913043491,12.750303088997539,0.019586452853087296,0.0002867367949262769,0.0002867367949262769,1.056780969774625e-05,3.259588030059051e-05,0.0014106287703224273,7.584309799223254e-07,2.297656688176497e-06,1.3323703070907677e-05,3.2979454829004363e-09,0.0002761689852285306,0.99,1.3940000000000012,EGM1,R_deg_hill2_gly
0.99EGM2,15.152173913043491,12.750303088997539,0.019586452853087296,0.00027651103171360885,0.00027651103171360885,3.4204648507822125e-07,3.259588030059051e-05,0.0014106287703224273,7.584309799223254e-07,2.8281619072090616e-06,1.2848545940292368e-05,1.0674403615029758e-10,0.0002761689852285306,0.99,1.3940000000000012,EGM2,R_deg_hill2_gly
0.99EGM3,15.152173913043491,12.750303088997539,0.019586452853087296,0.00027651103171360885,0.00027651103171360885,3.4204648507822125e-07,3.259588030059051e-05,0.0014106287703224273,7.584309799223254e-07,2.215716408264612e-06,1.3397862441653314e-05,1.0674403615029758e-10,0.0002761689852285306,0.99,1.3940000000000012,EGM3,R_deg_hill2_gly
0.99EGM4,15.152173913043494,12.746571193445392,0.021475800810281657,0.00030315068687954263,0.0002763889383635873,3.4189545457152694e-07,3.259588030059051e-05,0.0014102158923541977,8.315907313759072e-07,2.4291831936433803e-06,1.2842872669294705e-05,1.0669690335820738e-10,0.0002760470429090158,0.99,1.3940000000000012,EGM4,R_deg_hill2_gly
0.99EGM5,15.152173913043491,12.750303088997539,0.019586452853087296,0.00027651103171360885,0.00027651103171360885,3.4204648507822125e-07,3.259588030059051e-05,0.0014106287703224273,7.584309799223254e-07,2.215716408264612e-06,1.2848545940292368e-05,2.6352043520406808e-06,0.0002761689852285306,0.99,1.3940000000000012,EGM5,R_deg_hill2_gly
0.99EGM6,15.152173913043493,12.750288964847872,0.01959360349086548,0.00027661198058088397,0.00027661198058088397,3.421713596809092e-07,3.25958803005905e-05,0.0014106272076982497,7.587078685074029e-07,2.2165253237723623e-06,1.2853236697658419e-05,1.067830063478733e-10,0.00027626980922120306,0.99,1.3940000000000012,EGM6,R_deg_hill2_gly
0.99EGM7,15.152173913043493,12.750303088997537,0.019586452853087296,0.0002765110317136088,0.0002765110317136088,3.420464850782212e-07,3.25958803005905e-05,0.001410628770322427,7.584309799223253e-07,2.215716408264612e-06,1.2848545940292368e-05,1.0674403615029758e-10,0.00027627153878352775,0.99,1.3940000000000012,EGM7,R_deg_hill2_gly
0.99EGM8,15.152173913043491,12.750303088997539,0.019586452853087296,0.00027651103171360885,0.00027651103171360885,3.4204648507822125e-07,3.5912187352150386e-05,0.0014106287703224273,7.584309799223254e-07,2.215716408264612e-06,1.2848545940292368e-05,1.0674403615029758e-10,0.0002761689852285306,0.99,1.3940000000000012,EGM8,R_deg_hill2_gly
0.99EGM9,15.152173913043491,12.750303088997539,0.019586452853087296,0.00027651103171360885,0.00027651103171360885,3.4204648507822125e-07,3.259588030059051e-05,0.001411068223523516,7.584309799223254e-07,2.215716408264612e-06,1.2848545940292368e-05,1.0674403615029758e-10,0.0002761689852285306,0.99,1.3940000000000012,EGM9,R_deg_hill2_gly
0.99EGM10,15.152173913043491,12.750303088997537,0.019586452853087296,0.0002765110317136088,0.0002765110317136088,3.420464850782212e-07,3.25958803005905e-05,0.001410628770322427,1.1978841810110808e-06,2.215716408264612e-06,1.2848545940292368e-05,1.0674403615029757e-10,0.00027616898522853057,0.99,1.3940000000000012,EGM10,R_deg_hill2_gly
0.995EGM1,15.13043478260871,12.75130969139447,0.009787476256405284,0.00028883950842101876,0.00028883950842101876,1.2832677990390015e-05,3.2502415458937254e-05,0.00140871611828739,3.784490819143379e-07,1.1555926588418445e-06,1.340215319073528e-05,1.9995038777203476e-09,0.00027600683043062875,0.995,1.3920000000000012,EGM1,R_deg_hill2_gly
