,wIG,wEAA,wENT,wRNAP,wAF,wrP,prot_fraction,name
0.405EGM7,0.002096389687608984,0.6909933541420415,0.038777927071020554,0.0032734887214342073,0.008821815476190493,0.2560370249017041,0.405,RBA_standard
0.405EGM8,0.0018816830941715272,0.6912080607354791,0.038777927071020554,0.0032734887214342073,0.008821815476190493,0.2560370249017041,0.405,RBA_standard
0.41EGM1,0.001872941014040585,0.6888947399319719,0.038316369037847006,0.003234525704841963,0.008790684259259274,0.258740231056745,0.41,RBA_standard
0.41EGM2,0.0018731464490820144,0.6889869047423611,0.038374507787710496,0.003234525704841963,0.008790684259259274,0.25874023105674504,0.41,RBA_standard
0.41EGM3,0.0018731464490820136,0.688986904742361,0.038316369037847,0.003292664454705445,0.008790684259259272,0.258740231056745,0.41,RBA_standard
0.41EGM4,0.001873395385820925,0.6890244417073421,0.0383351375203375,0.003236110070495096,0.008790684259259272,0.258740231056745,0.41,RBA_standard
0.41EGM5,0.0018731464490820144,0.6889869047423614,0.03831636903784701,0.003234525704841963,0.008848823009122757,0.25874023105674504,0.41,RBA_standard
0.41EGM6,0.001873146449082014,0.688986904742361,0.038316369037847,0.0032345257048419624,0.008790684259259272,0.2587983698066085,0.41,RBA_standard
0.41EGM7,0.001931285198945497,0.6889869047423611,0.038316369037847006,0.003234525704841963,0.008790684259259274,0.25874023105674504,0.41,RBA_standard
0.41EGM8,0.0018731464490820144,0.6890450434922246,0.038316369037847006,0.003234525704841963,0.008790684259259274,0.25874023105674504,0.41,RBA_standard
0.415EGM1,0.0018621764307999856,0.6860112354201763,0.037823809523809586,0.003192945658263311,0.008751847619047634,0.2613164409494687,0.415,RBA_standard
0.415EGM2,0.0018635949276895965,0.6866476190476197,0.038227551797910944,0.003192945658263311,0.008751847619047633,0.2613164409494687,0.415,RBA_standard
0.415EGM3,0.0018635949276895965,0.6866476190476197,0.037823809523809586,0.0035966879323646667,0.008751847619047633,0.2613164409494687,0.415,RBA_standard
0.415EGM4,0.0018653236591348228,0.686908293032524,0.03795414651626179,0.0032039482235628057,0.008751847619047634,0.26131644094946865,0.415,RBA_standard
0.415EGM5,0.0018635949276895965,0.6866476190476197,0.03782380952380959,0.003192945658263311,0.009155589893148991,0.2613164409494687,0.415,RBA_standard
0.415EGM6,0.0018635949276895965,0.6866476190476197,0.03782380952380959,0.0031929456582633106,0.008751847619047634,0.2617201832235701,0.415,RBA_standard
0.415EGM7,0.002267337201790952,0.6866476190476197,0.037823809523809586,0.003192945658263311,0.008751847619047633,0.2613164409494687,0.415,RBA_standard
0.415EGM8,0.0018635949276895965,0.687051361321721,0.037823809523809586,0.003192945658263311,0.008751847619047633,0.2613164409494687,0.415,RBA_standard
0.42EGM1,0.0018542417717940783,0.6842534651241947,0.03736766639148442,0.0031544397475092014,0.008720840211640228,0.2639959225280329,0.42,RBA_standard
0.42EGM2,0.0018551301034177453,0.6846519994496361,0.0376216679597639,0.003154439747509201,0.008720840211640228,0.2639959225280328,0.42,RBA_standard
0.42EGM3,0.0018551301034177453,0.6846519994496361,0.03736766639148442,0.0034084413157886738,0.008720840211640228,0.2639959225280328,0.42,RBA_standard
0.42EGM4,0.0018562176796424515,0.6848159941690962,0.03744966375121441,0.0031613616603740095,0.008720840211640228,0.26399592252803283,0.42,RBA_standard
0.42EGM5,0.0018551301034177446,0.6846519994496361,0.03736766639148442,0.0031544397475092006,0.008974841779919697,0.2639959225280328,0.42,RBA_standard
0.42EGM6,0.0018551301034177453,0.6846519994496361,0.03736766639148442,0.003154439747509201,0.008720840211640228,0.2642499240963123,0.42,RBA_standard
0.42EGM7,0.0021091316716972176,0.6846519994496361,0.03736766639148442,0.003154439747509201,0.008720840211640228,0.2639959225280328,0.42,RBA_standard
0.42EGM8,0.0018551301034177453,0.6849060010179155,0.03736766639148442,0.003154439747509201,0.008720840211640228,0.2639959225280328,0.42,RBA_standard
0.425EGM1,0.0018463243359918438,0.6824934488413119,0.03691404774413054,0.0031161469444094996,0.008689887830687843,0.2666642396000196,0.425,RBA_standard
0.425EGM2,0.0018466987627829695,0.6826614288215949,0.03702159804050507,0.0031161469444095,0.008689887830687845,0.26666423960001967,0.425,RBA_standard
0.425EGM3,0.0018466987627829695,0.6826614288215949,0.03691404774413056,0.003223697240784018,0.008689887830687845,0.26666423960001967,0.425,RBA_standard
0.425EGM4,0.0018471592683857079,0.6827308680805776,0.03694876737362191,0.0031190778467071957,0.008689887830687845,0.26666423960001967,0.425,RBA_standard
0.425EGM5,0.0018466987627829695,0.682661428821595,0.036914047744130554,0.0031161469444095,0.008797438127062364,0.2666642396000196,0.425,RBA_standard
0.425EGM6,0.00184669876278297,0.6826614288215951,0.03691404774413056,0.003116146944409501,0.008689887830687845,0.2667717898963941,0.425,RBA_standard
0.425EGM7,0.0019542490591574874,0.6826614288215949,0.03691404774413056,0.0031161469444095,0.008689887830687845,0.26666423960001967,0.425,RBA_standard
0.425EGM8,0.0018466987627829695,0.6827689791179694,0.03691404774413056,0.0031161469444095,0.008689887830687845,0.26666423960001967,0.425,RBA_standard
0.43EGM1,0.0018356592245769479,0.6796191416158484,0.0364304565544205,0.003075323970494429,0.008651274735449752,0.26920137371972264,0.43,RBA_standard
0.43EGM2,0.00183726619322444,0.6803400797755083,0.036894681605600534,0.0030753239704944296,0.008651274735449752,0.2692013737197226,0.43,RBA_standard
0.43EGM3,0.00183726619322444,0.6803400797755083,0.03643045655442051,0.0035395490216744603,0.008651274735449752,0.2692013737197226,0.43,RBA_standard
0.43EGM4,0.0018392538979933378,0.680639804133709,0.0365803187335209,0.003087974779604371,0.00865127473544975,0.2692013737197225,0.43,RBA_standard
0.43EGM5,0.0018372661932244407,0.6803400797755083,0.036430456554420516,0.00307532397049443,0.009115499786629785,0.2692013737197226,0.43,RBA_standard
0.43EGM6,0.00183726619322444,0.6803400797755083,0.0364304565544205,0.00307532397049443,0.008651274735449752,0.2696655987709027,0.43,RBA_standard
0.43EGM7,0.0023014912444044703,0.6803400797755083,0.03643045655442051,0.0030753239704944296,0.008651274735449752,0.2692013737197226,0.43,RBA_standard
0.43EGM8,0.00183726619322444,0.6808043048266883,0.03643045655442051,0.0030753239704944296,0.008651274735449752,0.2692013737197226,0.43,RBA_standard
0.435EGM1,0.0018277871378473017,0.6778582441632989,0.0359822110126475,0.003037484745031456,0.008620446164021179,0.2718459662152325,0.435,RBA_standard
0.435EGM2,0.001828906119053632,0.6783602553586288,0.03630694139803234,0.0030374847450314567,0.008620446164021179,0.2718459662152326,0.435,RBA_standard
0.435EGM3,0.001828906119053632,0.6783602553586288,0.0359822110126475,0.003362215130416291,0.008620446164021179,0.2718459662152326,0.435,RBA_standard
0.435EGM4,0.0018302965397859786,0.6785699157509331,0.03608704120879953,0.003046334121227891,0.00862044616402118,0.2718459662152325,0.435,RBA_standard
0.435EGM5,0.0018289061190536317,0.6783602553586288,0.0359822110126475,0.0030374847450314563,0.008945176549406013,0.27184596621523255,0.435,RBA_standard
0.435EGM6,0.0018289061190536317,0.6783602553586289,0.035982211012647494,0.0030374847450314563,0.008620446164021179,0.2721706966006173,0.435,RBA_standard
0.435EGM7,0.0021536365044384663,0.6783602553586288,0.0359822110126475,0.0030374847450314567,0.008620446164021179,0.2718459662152326,0.435,RBA_standard
0.435EGM8,0.001828906119053632,0.6786849857440138,0.0359822110126475,0.0030374847450314567,0.008620446164021179,0.2718459662152326,0.435,RBA_standard
0.44EGM1,0.0018199323831857715,0.6760952258460063,0.03553647064617816,0.002999856997172397,0.008589672619047634,0.2744793942041651,0.44,RBA_standard
0.44EGM2,0.0018205792724051233,0.6763854412923569,0.03572505561485283,0.0029998569971723976,0.008589672619047636,0.2744793942041651,0.44,RBA_standard
0.44EGM3,0.0018205792724051233,0.6763854412923569,0.03553647064617816,0.003188441965847065,0.008589672619047636,0.2744793942041651,0.44,RBA_standard
0.44EGM4,0.0018213867498142473,0.6765072001430668,0.035597350071533015,0.003004996212373394,0.008589672619047636,0.2744793942041651,0.44,RBA_standard
0.44EGM5,0.0018205792724051233,0.6763854412923569,0.03553647064617816,0.002999856997172397,0.008778257587722299,0.2744793942041651,0.44,RBA_standard
0.44EGM6,0.001820579272405123,0.6763854412923567,0.03553647064617816,0.002999856997172397,0.008589672619047634,0.2746679791728397,0.44,RBA_standard
0.44EGM7,0.0020091642410797906,0.6763854412923569,0.03553647064617816,0.0029998569971723976,0.008589672619047636,0.2744793942041651,0.44,RBA_standard
0.44EGM8,0.0018205792724051233,0.6765740262610316,0.03553647064617816,0.0029998569971723976,0.008589672619047636,0.2744793942041651,0.44,RBA_standard
0.445EGM1,0.0018120950079971796,0.6743301320203755,0.03509322935722266,0.0029624402121644607,0.008558954100529117,0.27710165768652034,0.445,RBA_standard
0.445EGM2,0.0018122855724005645,0.6744156253811125,0.03514903704727299,0.002962440212164461,0.008558954100529117,0.27710165768652034,0.445,RBA_standard
0.445EGM3,0.0018122855724005643,0.6744156253811123,0.03509322935722266,0.0030182479022147967,0.008558954100529113,0.2771016576865203,0.445,RBA_standard
0.445EGM4,0.0018125245280781437,0.6744516573101101,0.03511124532172143,0.0029639610530408826,0.008558954100529117,0.27710165768652034,0.445,RBA_standard
0.445EGM5,0.0018122855724005645,0.6744156253811125,0.035093229357222665,0.002962440212164461,0.008614761790579453,0.27710165768652034,0.445,RBA_standard
0.445EGM6,0.0018122855724005639,0.6744156253811125,0.03509322935722266,0.002962440212164461,0.008558954100529115,0.27715746537657066,0.445,RBA_standard
0.445EGM7,0.0018680932624509008,0.6744156253811125,0.03509322935722266,0.002962440212164461,0.008558954100529117,0.27710165768652034,0.445,RBA_standard
0.445EGM8,0.0018122855724005645,0.6744714330711629,0.03509322935722266,0.002962440212164461,0.008558954100529117,0.27710165768652034,0.445,RBA_standard
0.45EGM1,0.0018015571048300599,0.6714665574566419,0.03462136771079598,0.00292260740277199,0.008520633333333352,0.279587155963303,0.45,RBA_standard
0.45EGM2,0.0018030085782464588,0.6721177354215926,0.03504885930075271,0.00292260740277199,0.00852063333333335,0.2795871559633031,0.45,RBA_standard
0.45EGM3,0.0018030085782464588,0.6721177354215926,0.03462136771079598,0.0033500989927287175,0.00852063333333335,0.2795871559633031,0.45,RBA_standard
0.45EGM4,0.0018048389987932617,0.6723937430220233,0.03475937151101132,0.00293425717153587,0.008520633333333348,0.2795871559633031,0.45,RBA_standard
0.45EGM5,0.0018030085782464584,0.6721177354215924,0.034621367710795964,0.002922607402771989,0.008948124923290076,0.2795871559633031,0.45,RBA_standard
0.45EGM6,0.0018030085782464584,0.6721177354215924,0.034621367710795964,0.002922607402771989,0.008520633333333348,0.2800146475532598,0.45,RBA_standard
0.45EGM7,0.002230500168203187,0.6721177354215926,0.03462136771079598,0.00292260740277199,0.00852063333333335,0.2795871559633031,0.45,RBA_standard
0.45EGM8,0.0018030085782464588,0.6725452270115494,0.03462136771079598,0.00292260740277199,0.00852063333333335,0.2795871559633031,0.45,RBA_standard
0.455EGM1,0.0017937652057294882,0.6697008567480358,0.03418344452027598,0.002885639551901669,0.008490038624338636,0.2821856948691813,0.455,RBA_standard
0.455EGM2,0.0017947854151157472,0.670158555707219,0.03448528583224355,0.002885639551901669,0.008490038624338638,0.2821856948691813,0.455,RBA_standard
0.455EGM3,0.0017947854151157472,0.670158555707219,0.03418344452027598,0.003187480863869237,0.008490038624338638,0.2821856948691813,0.455,RBA_standard
0.455EGM4,0.0017960778301065435,0.6703534378948088,0.034280885614070895,0.0028938651674936954,0.008490038624338636,0.2821856948691814,0.455,RBA_standard
0.455EGM5,0.0017947854151157468,0.6701585557072189,0.034183444520275975,0.0028856395519016686,0.008791879936306205,0.2821856948691813,0.455,RBA_standard
0.455EGM6,0.0017947854151157472,0.670158555707219,0.03418344452027598,0.002885639551901669,0.008490038624338636,0.28248753618114897,0.455,RBA_standard
0.455EGM7,0.002096626727083315,0.670158555707219,0.03418344452027598,0.002885639551901669,0.008490038624338638,0.2821856948691813,0.455,RBA_standard
0.455EGM8,0.0017947854151157472,0.6704603970191867,0.03418344452027598,0.002885639551901669,0.008490038624338638,0.2821856948691813,0.455,RBA_standard
0.46EGM1,0.0017859907851123095,0.6679332012324322,0.03374800109760223,0.002848881033831978,0.008459498941798956,0.2847730692684824,0.46,RBA_standard
0.46EGM2,0.0017865951425142094,0.6682043355285383,0.03392762008483411,0.0028488810338319786,0.00845949894179896,0.2847730692684824,0.46,RBA_standard
0.46EGM3,0.0017865951425142094,0.6682043355285383,0.03374800109760223,0.0030285000210638637,0.00845949894179896,0.2847730692684824,0.46,RBA_standard
0.46EGM4,0.0017873642296554523,0.6683203055425043,0.03380598610458527,0.0028537759129734965,0.008459498941798958,0.28477306926848234,0.46,RBA_standard
0.46EGM5,0.0017865951425142094,0.6682043355285382,0.033748001097602225,0.0028488810338319777,0.008639117929030844,0.2847730692684824,0.46,RBA_standard
0.46EGM6,0.0017865951425142094,0.6682043355285381,0.033748001097602225,0.0028488810338319777,0.008459498941798956,0.28495268825571424,0.46,RBA_standard
0.46EGM7,0.001966214129746095,0.6682043355285383,0.03374800109760223,0.0028488810338319786,0.00845949894179896,0.2847730692684824,0.46,RBA_standard
0.46EGM8,0.0017865951425142094,0.6683839545157702,0.03374800109760223,0.0028488810338319786,0.00845949894179896,0.2847730692684824,0.46,RBA_standard
0.465EGM1,0.0017782338868685698,0.6661636346893931,0.033315031344984855,0.002812331333810123,0.008429014285714298,0.287349279161206,0.465,RBA_standard
0.465EGM2,0.0017784376795634941,0.6662550626899704,0.033375874849735976,0.0028123313338101236,0.008429014285714298,0.28734927916120606,0.465,RBA_standard
0.465EGM3,0.0017784376795634941,0.6662550626899703,0.033315031344984855,0.0028731748385612504,0.0084290142857143,0.28734927916120606,0.465,RBA_standard
0.465EGM4,0.0017786981974399917,0.6662943459651101,0.03333467298255467,0.002813989407975294,0.008429014285714301,0.28734927916120606,0.465,RBA_standard
0.465EGM5,0.0017784376795634941,0.6662550626899704,0.033315031344984855,0.002812331333810124,0.008489857790465427,0.28734927916120606,0.465,RBA_standard
0.465EGM6,0.001778437679563494,0.6662550626899704,0.033315031344984855,0.0028123313338101236,0.008429014285714298,0.2874101226659571,0.465,RBA_standard
0.465EGM7,0.0018392811843146201,0.6662550626899704,0.033315031344984855,0.0028123313338101236,0.008429014285714298,0.28734927916120606,0.465,RBA_standard
0.465EGM8,0.0017784376795634941,0.6663159061947214,0.033315031344984855,0.0028123313338101236,0.008429014285714298,0.28734927916120606,0.465,RBA_standard
0.47EGM1,0.0017678228085458707,0.663311107078267,0.03285477614271023,0.0027734782973683346,0.00839098584656086,0.2897831415950684,0.47,RBA_standard
0.47EGM2,0.0017693146280821125,0.6639803856187544,0.033302694014165926,0.0027734782973683355,0.008390985846560861,0.2897831415950684,0.47,RBA_standard
0.47EGM3,0.0017693146280821125,0.6639803856187544,0.032854776142710235,0.0032213961688240303,0.008390985846560861,0.2897831415950684,0.47,RBA_standard
0.47EGM4,0.0017712325092625956,0.6642695813358046,0.032999374001235385,0.0027856847120680877,0.008390985846560863,0.2897831415950684,0.47,RBA_standard
0.47EGM5,0.0017693146280821125,0.6639803856187542,0.032854776142710235,0.0027734782973683355,0.008838903718016556,0.2897831415950684,0.47,RBA_standard
0.47EGM6,0.0017693146280821125,0.6639803856187542,0.032854776142710235,0.002773478297368335,0.00839098584656086,0.29023105946652417,0.47,RBA_standard
0.47EGM7,0.0022172324995378074,0.6639803856187544,0.032854776142710235,0.0027734782973683355,0.008390985846560861,0.2897831415950684,0.47,RBA_standard
0.47EGM8,0.0017693146280821125,0.66442830349021,0.032854776142710235,0.0027734782973683355,0.008390985846560861,0.2897831415950684,0.47,RBA_standard
0.475EGM1,0.0017601114917531564,0.6615411982249644,0.032427069481383027,0.002737372887984985,0.008360625000000012,0.2923356269113152,0.475,RBA_standard
0.475EGM2,0.0017612269724151255,0.6620416389627664,0.03276350926551795,0.002737372887984986,0.008360625000000014,0.2923356269113152,0.475,RBA_standard
0.475EGM3,0.0017612269724151255,0.6620416389627664,0.03242706948138303,0.003073812672119897,0.008360625000000014,0.2923356269113152,0.475,RBA_standard
0.475EGM4,0.0017626675300965171,0.6622588594641521,0.0325356797320758,0.002746541362360208,0.008360625000000014,0.2923356269113152,0.475,RBA_standard
0.475EGM5,0.0017612269724151257,0.6620416389627666,0.03242706948138304,0.0027373728879849864,0.008697064784134928,0.2923356269113152,0.475,RBA_standard
0.475EGM6,0.0017612269724151255,0.6620416389627665,0.03242706948138303,0.002737372887984986,0.008360625000000014,0.29267206669545015,0.475,RBA_standard
0.475EGM7,0.002097666756550037,0.6620416389627664,0.03242706948138303,0.002737372887984986,0.008360625000000014,0.2923356269113152,0.475,RBA_standard
0.475EGM8,0.0017612269724151255,0.6623780787469015,0.03242706948138303,0.002737372887984986,0.008360625000000014,0.2923356269113152,0.475,RBA_standard
0.48EGM1,0.0017524177870223412,0.6597694948634178,0.0320018171804446,0.0027014746665989793,0.008330319179894193,0.29487694772098466,0.48,RBA_standard
0.48EGM2,0.0017531718702841854,0.6601078010275565,0.032230285534681526,0.0027014746665989793,0.008330319179894194,0.29487694772098466,0.48,RBA_standard
0.48EGM3,0.0017531718702841854,0.6601078010275565,0.032001817180444606,0.0029299430208359015,0.008330319179894194,0.29487694772098466,0.48,RBA_standard
0.48EGM4,0.0017541501191660682,0.6602553103674095,0.03207557185037117,0.002707700762174319,0.008330319179894193,0.2948769477209846,0.48,RBA_standard
0.48EGM5,0.001753171870284185,0.6601078010275564,0.032001817180444606,0.002701474666598979,0.008558787534131114,0.29487694772098466,0.48,RBA_standard
0.48EGM6,0.0017531718702841854,0.6601078010275564,0.03200181718044461,0.0027014746665989793,0.008330319179894194,0.29510541607522156,0.48,RBA_standard
0.48EGM7,0.0019816402245211064,0.6601078010275565,0.032001817180444606,0.0027014746665989793,0.008330319179894194,0.29487694772098466,0.48,RBA_standard
0.48EGM8,0.0017531718702841854,0.6603362693817932,0.032001817180444606,0.0027014746665989793,0.008330319179894194,0.29487694772098466,0.48,RBA_standard
0.485EGM1,0.0017447417349126472,0.6579960392788746,0.03157901314210514,0.0026657831184575265,0.008300068386243399,0.2974071040240767,0.485,RBA_standard
0.485EGM2,0.0017451492408109396,0.6581788596175442,0.03170303561286718,0.002665783118457527,0.0083000683862434,0.2974071040240767,0.485,RBA_standard
0.485EGM3,0.0017451492408109396,0.6581788596175442,0.031579013142105136,0.0027898055892195688,0.0083000683862434,0.2974071040240767,0.485,RBA_standard
0.485EGM4,0.001745680276471247,0.6582589340455768,0.03161905035612143,0.0026691629115104133,0.0083000683862434,0.2974071040240768,0.485,RBA_standard
0.485EGM5,0.00174514924081094,0.6581788596175441,0.031579013142105136,0.0026657831184575265,0.008424090857005443,0.2974071040240767,0.485,RBA_standard
0.485EGM6,0.0017451492408109405,0.6581788596175442,0.031579013142105136,0.002665783118457527,0.008300068386243403,0.2975311264948388,0.485,RBA_standard
0.485EGM7,0.0018691717115729817,0.6581788596175442,0.031579013142105136,0.002665783118457527,0.0083000683862434,0.2974071040240767,0.485,RBA_standard
0.485EGM8,0.0017451492408109396,0.6583028820883061,0.031579013142105136,0.002665783118457527,0.0083000683862434,0.2974071040240767,0.485,RBA_standard
0.49EGM1,0.0017370833751310097,0.6562208733742178,0.031158651268574863,0.00263029772880784,0.008269872619047634,0.2999260958205915,0.49,RBA_standard
0.49EGM2,0.0017371590031170412,0.6562548025371504,0.031181772291285687,0.0026302977288078402,0.008269872619047635,0.2999260958205916,0.49,RBA_standard
0.49EGM3,0.0017371590031170412,0.6562548025371503,0.031158651268574863,0.0026534187515186583,0.008269872619047634,0.2999260958205915,0.49,RBA_standard
0.49EGM4,0.001737258002012054,0.6562697304986538,0.03116611524932658,0.002630927810368492,0.008269872619047635,0.2999260958205915,0.49,RBA_standard
0.49EGM5,0.0017371590031170412,0.6562548025371504,0.03115865126857487,0.0026302977288078402,0.008292993641758452,0.2999260958205916,0.49,RBA_standard
0.49EGM6,0.001737159003117041,0.6562548025371503,0.031158651268574863,0.0026302977288078402,0.008269872619047634,0.29994921684330234,0.49,RBA_standard
0.49EGM7,0.00176028002582786,0.6562548025371504,0.031158651268574863,0.0026302977288078402,0.008269872619047635,0.2999260958205916,0.49,RBA_standard
0.49EGM8,0.0017371590031170412,0.6562779235598611,0.031158651268574863,0.0026302977288078402,0.008269872619047635,0.2999260958205916,0.49,RBA_standard
0.495EGM1,0.0017268266866195046,0.6533813189000794,0.030712645330656624,0.0025926475623924425,0.008232205291005304,0.3022957623416342,0.495,RBA_standard
0.495EGM2,0.0017282249474909479,0.6540086239946471,0.031142535862829997,0.0025926475623924425,0.008232205291005306,0.30229576234163413,0.495,RBA_standard
0.495EGM3,0.0017282249474909479,0.6540086239946471,0.030712645330656617,0.0030225380945658204,0.008232205291005306,0.30229576234163413,0.495,RBA_standard
0.495EGM4,0.0017300656397559021,0.6542861804589627,0.030851423562814423,0.0026043627058274475,0.008232205291005308,0.3022957623416342,0.495,RBA_standard
0.495EGM5,0.0017282249474909479,0.6540086239946471,0.030712645330656617,0.0025926475623924425,0.008662095823178685,0.30229576234163413,0.495,RBA_standard
0.495EGM6,0.0017282249474909477,0.654008623994647,0.030712645330656617,0.0025926475623924425,0.008232205291005306,0.30272565287380754,0.495,RBA_standard
0.495EGM7,0.002158115479664326,0.6540086239946471,0.030712645330656617,0.0025926475623924425,0.008232205291005306,0.30229576234163413,0.495,RBA_standard
0.495EGM8,0.0017282249474909479,0.6544385145268206,0.030712645330656617,0.0025926475623924425,0.008232205291005306,0.30229576234163413,0.495,RBA_standard
0.5EGM1,0.0017192140343727808,0.6516061367469086,0.030297478329393283,0.0025576007045844387,0.008202133333333347,0.30479102956167203,0.5,RBA_standard
0.5EGM2,0.0017203036122542315,0.652094956658787,0.030633976129368922,0.0025576007045844383,0.008202133333333347,0.30479102956167203,0.5,RBA_standard
0.5EGM3,0.0017203036122542315,0.652094956658787,0.030297478329393272,0.002894098504560078,0.008202133333333347,0.30479102956167203,0.5,RBA_standard
0.5EGM4,0.0017217444183460944,0.6523122146177822,0.030406107308890734,0.002566770759975862,0.00820213333333335,0.30479102956167203,0.5,RBA_standard
0.5EGM5,0.0017203036122542315,0.652094956658787,0.03029747832939328,0.002557600704584439,0.008538631133308988,0.30479102956167203,0.5,RBA_standard
0.5EGM6,0.0017203036122542315,0.6520949566587871,0.030297478329393272,0.002557600704584439,0.008202133333333347,0.30512752736164767,0.5,RBA_standard
0.5EGM7,0.0020568014122298714,0.652094956658787,0.030297478329393272,0.0025576007045844383,0.008202133333333347,0.30479102956167203,0.5,RBA_standard
0.5EGM8,0.0017203036122542315,0.6524314544587628,0.030297478329393272,0.0025576007045844383,0.008202133333333347,0.30479102956167203,0.5,RBA_standard
0.505EGM1,0.0017116191530117076,0.6498293557991487,0.02988473418327148,0.0025227583752177045,0.008172116402116418,0.30727513227513253,0.505,RBA_standard
0.505EGM2,0.0017124144126820847,0.6501861350332103,0.03013144350164112,0.002522758375217704,0.008172116402116417,0.3072751322751326,0.505,RBA_standard
0.505EGM3,0.0017124144126820847,0.6501861350332103,0.02988473418327148,0.0027694676935873445,0.008172116402116417,0.3072751322751326,0.505,RBA_standard
0.505EGM4,0.001713470765171913,0.650345421551511,0.02996437744242189,0.0025294815636462565,0.008172116402116417,0.30727513227513253,0.505,RBA_standard
0.505EGM5,0.001712414412682085,0.6501861350332103,0.029884734183271467,0.0025227583752177036,0.008418825720486058,0.3072751322751326,0.505,RBA_standard
0.505EGM6,0.001712414412682085,0.6501861350332103,0.02988473418327148,0.0025227583752177036,0.008172116402116417,0.3075218415935022,0.505,RBA_standard
0.505EGM7,0.001959123731051725,0.6501861350332103,0.02988473418327148,0.002522758375217704,0.008172116402116417,0.3072751322751326,0.505,RBA_standard
0.505EGM8,0.0017124144126820847,0.65043284435158,0.02988473418327148,0.002522758375217704,0.008172116402116417,0.3072751322751326,0.505,RBA_standard
0.51EGM1,0.0017040420791277786,0.6480510165619959,0.029474406794501418,0.0024881200595394492,0.00814215449735451,0.3097480704820157,0.51,RBA_standard
0.51EGM2,0.001704557267896156,0.6482821469223367,0.029634950770857343,0.0024881200595394497,0.008142154497354512,0.3097480704820158,0.51,RBA_standard
0.51EGM3,0.001704557267896156,0.6482821469223367,0.029474406794501418,0.0026486640358953815,0.008142154497354512,0.3097480704820158,0.51,RBA_standard
0.51EGM4,0.0017052446802333604,0.6483858012601496,0.02952623396340793,0.002492495116838635,0.008142154497354514,0.3097480704820157,0.51,RBA_standard
0.51EGM5,0.001704557267896156,0.6482821469223367,0.029474406794501418,0.0024881200595394497,0.008302698473710443,0.3097480704820158,0.51,RBA_standard
0.51EGM6,0.001704557267896156,0.6482821469223367,0.029474406794501418,0.0024881200595394497,0.00814215449735451,0.3099086144583717,0.51,RBA_standard
0.51EGM7,0.0018651012442520876,0.6482821469223367,0.029474406794501418,0.0024881200595394497,0.008142154497354512,0.3097480704820158,0.51,RBA_standard
0.51EGM8,0.001704557267896156,0.6484426908986924,0.029474406794501418,0.0024881200595394497,0.008142154497354512,0.3097480704820158,0.51,RBA_standard
0.515EGM1,0.0016964828485140243,0.6462711591824286,0.02906649006529331,0.002453685242796887,0.008112247619047636,0.31220984418232145,0.515,RBA_standard
0.515EGM2,0.0016967320970180957,0.6463829801305873,0.029144510728228646,0.0024536852427968874,0.008112247619047636,0.31220984418232156,0.515,RBA_standard
0.515EGM3,0.0016967320970180954,0.646382980130587,0.029066490065293306,0.0025317059057322184,0.008112247619047632,0.31220984418232156,0.515,RBA_standard
0.515EGM4,0.0016970661635304371,0.6464333537436985,0.029091676871848934,0.002455811419553004,0.008112247619047634,0.31220984418232156,0.515,RBA_standard
0.515EGM5,0.001696732097018096,0.6463829801305873,0.029066490065293313,0.0024536852427968874,0.008190268281982967,0.31220984418232156,0.515,RBA_standard
0.515EGM6,0.0016967320970180959,0.6463829801305871,0.029066490065293306,0.002453685242796887,0.008112247619047634,0.3122878648452568,0.515,RBA_standard
0.515EGM7,0.0017747527599534273,0.6463829801305873,0.02906649006529331,0.0024536852427968874,0.008112247619047636,0.31220984418232156,0.515,RBA_standard
0.515EGM8,0.0016967320970180957,0.6464610007935223,0.02906649006529331,0.0024536852427968874,0.008112247619047636,0.31220984418232156,0.515,RBA_standard
0.52EGM1,0.0016863800178169544,0.6434450874409466,0.02863454397913623,0.0024172219568993915,0.008074941402116417,0.31451531479054445,0.52,RBA_standard
0.52EGM2,0.001687984524963531,0.6441649212916064,0.029139616033869883,0.0024172219568993915,0.008074941402116417,0.31451531479054456,0.52,RBA_standard
0.52EGM3,0.001687984524963531,0.6441649212916064,0.028634543979136236,0.0029222940116330437,0.008074941402116417,0.31451531479054456,0.52,RBA_standard
0.52EGM4,0.0016901471271955285,0.6444910182936218,0.028797592480143883,0.0024309859063781185,0.008074941402116417,0.3145153147905445,0.52,RBA_standard
0.52EGM5,0.001687984524963531,0.6441649212916064,0.02863454397913624,0.002417221956899392,0.008580013456850069,0.31451531479054456,0.52,RBA_standard
0.52EGM6,0.001687984524963531,0.6441649212916063,0.028634543979136236,0.002417221956899392,0.008074941402116417,0.3150203868452781,0.52,RBA_standard
0.52EGM7,0.002193056579697183,0.6441649212916064,0.028634543979136236,0.0024172219568993915,0.008074941402116417,0.31451531479054456,0.52,RBA_standard
0.52EGM8,0.001687984524963531,0.6446699933463399,0.028634543979136236,0.0024172219568993915,0.008074941402116417,0.31451531479054456,0.52,RBA_standard
0.525EGM1,0.0016788665896442364,0.6416655258872594,0.028231753903171845,0.0023832199132016916,0.008045158333333349,0.31695336391437345,0.525,RBA_standard
0.525EGM2,0.0016802273517161088,0.6422760078063443,0.028662022681031202,0.002383219913201692,0.008045158333333349,0.31695336391437345,0.525,RBA_standard
